Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
ALTW.HCPD.TRU,Loadzone,LMP,45.6,49.46,49.36,31.44,25.61,18.82,8.42,52.77,17.9,10.32,10.08,17.29,18.46,15.82,15.04,10.72,16.91,14.55,24.15,5.89,3.04,1.99,-2.84,-5.94
ALTW.HDIVWIND,Gennode,LMP,46.05,51.7,50.22,37.47,29.17,10.45,5.05,59.23,24.99,13.87,13.24,23.89,30.55,22.6,13.78,10.96,26.12,14.97,19.07,6.9,1.04,1.8,-14.72,-14.24
ALTW.HZLT3.MVP,Hub,LMP,47.12,55.36,54.9,50.93,55,101.94,56.81,144.93,36.9,31.72,23.94,35.9,30.63,26.93,19.81,22.91,26.45,46.47,38.76,27.99,23.86,20.3,11.83,4.97
ALTW.INDEPWIND,Gennode,LMP,47.51,55.9,55.41,51.48,54.4,97.62,56.38,145.23,40.45,34.99,26.13,38.35,33.29,28.9,20.54,24.13,27.49,48.18,42.1,31.36,26.31,23.01,17.12,7.16
ALTW.JOULGSCIP,Gennode,LMP,48.12,56.7,55.81,51.86,50.85,82.14,59.81,165.44,54.44,50.64,36.08,48.82,45.24,39.22,27.05,40.56,40.07,66.56,47.39,50.37,49.95,43.48,33.4,24.3
ALTW.JOULGSIPL,Gennode,LMP,48.12,56.7,55.81,51.86,50.85,82.14,59.81,165.44,54.44,50.64,36.08,48.82,45.24,39.22,27.05,40.56,40.07,66.56,47.39,50.37,49.95,43.48,33.4,24.3
ALTW.JOUNEAL3,Gennode,LMP,45.15,49.77,48.85,33.95,25.8,5.44,2.57,42.29,23.27,13.73,12.95,23.9,29,22.72,17.1,12.99,26.99,14.04,15.08,-6.55,-6.82,-4.7,-19.63,-14.31
ALTW.JOUNEALS4,Gennode,LMP,45.15,49.77,48.85,33.95,25.8,5.44,2.57,42.29,23.27,13.73,12.95,23.9,29,22.72,17.1,12.99,26.99,14.04,15.08,-6.55,-6.82,-4.7,-19.63,-14.31
ALTW.KOSSUTH,Gennode,LMP,44.86,49.7,49.52,35.13,21.67,-15.16,0.78,43.13,19.56,9.79,8.98,18.2,21.66,17.12,12.88,10.25,19.21,18.76,26.55,0.62,-1.14,-1.25,-4.81,-9.15
ALTW.KOSSUTH2,Gennode,LMP,44.86,49.7,49.52,35.13,21.67,-15.16,0.78,43.13,19.56,9.79,8.98,18.2,21.66,17.12,12.88,10.25,19.21,18.76,26.55,0.62,-1.14,-1.25,-4.81,-9.15
ALTW.LANS3.ARR,Hub,LMP,46.9,59.62,59.15,71.12,70.59,108.93,81.79,201.65,23.8,20.1,16.95,32.86,15.31,16.37,13.43,15.93,18.3,48.67,36.36,27.44,18.49,12.31,3.54,2.8
ALTW.LANSIN4,Gennode,LMP,46.88,59.62,59.15,71.19,70.64,108.92,81.86,201.77,23.72,20.03,16.9,32.83,15.24,16.31,13.39,15.89,18.25,48.65,36.31,27.4,18.44,12.26,3.49,2.78
ALTW.LEDYARD,Gennode,LMP,44.74,49.21,49.12,33.95,24.39,3.51,4.03,41.46,18.86,10.49,9.81,18.05,19.82,16.43,13.94,10.95,17.9,17.73,24.96,3.94,1.88,1.02,-4.06,-7.3
ALTW.LEDYD.MVP,Hub,LMP,44.74,49.21,49.12,33.95,24.39,3.51,4.03,41.46,18.86,10.49,9.81,18.05,19.82,16.43,13.94,10.95,17.9,17.73,24.96,3.94,1.88,1.02,-4.06,-7.3
ALTW.LIMEC1,Gennode,LMP,44.87,50.89,50.83,41.76,51.78,114.52,20.05,5.09,21.1,14.53,11.97,21.21,19.45,16.82,13.98,10.03,13.87,22.66,21.66,6.63,4.95,3.37,-1.64,-4.88
ALTW.LIMEC2,Gennode,LMP,44.87,50.89,50.83,41.76,51.8,114.59,20.07,5.1,21.11,14.54,11.98,21.22,19.45,16.82,13.98,10.04,13.88,22.68,21.68,6.64,4.96,3.38,-1.64,-4.87
ALTW.LKFLD.IPL,Gennode,LMP,44.34,47.77,47.84,29.42,22.29,8.41,3.01,42.25,16.39,8.06,8.4,15.62,18.4,15.35,14.09,10.94,18.66,14.94,25.71,2.68,0.44,-0.13,-5.11,-8.07
ALTW.LOSTLAKES,Gennode,LMP,44.66,50.04,49.67,35.35,29.31,22.47,5.42,35.97,18.7,9.04,7.21,15.26,14.93,9.6,8.84,8.51,19.16,11.6,12.54,-5.43,-4.6,-2.73,-16.78,-13.08
ALTW.MECB,Loadzone,LMP,47.4,54.8,53.85,47.09,42.38,43.52,25.83,106.55,35.75,18.3,16.99,29.35,37.38,27.57,12.51,16.09,31.72,28.38,36.05,28.49,17.76,15.86,2.28,-6.09
ALTW.MECB_1.AZ,Hub,LMP,47.46,54.73,53.7,46.54,41.6,41.19,24.19,106.94,35.6,17.55,16.77,28.88,37.53,27.39,11.94,15.65,31.97,28.19,36.33,31.08,18.95,16.89,2.19,-6.35
ALTW.MGS_CT1,Gennode,LMP,43.85,51.44,51.43,48.33,48.63,71.2,38.34,102.13,33.62,22.14,18.23,30.67,32.94,26.79,16.72,19.27,28.46,36.71,35.9,13.78,12.24,11.25,4.67,-3.08
ALTW.MGS_CT2,Gennode,LMP,43.87,51.44,51.45,48.57,48.84,71.63,38.59,102.79,33.76,22.29,18.34,30.86,33.1,26.89,16.72,19.27,28.46,36.71,35.9,13.78,12.24,11.25,4.67,-3.08
ALTW.MGS_ST3.1,Gennode,LMP,43.97,51.58,51.55,48.51,48.76,71.49,38.49,102.51,33.68,22.21,18.27,30.77,33.03,26.85,16.72,19.27,28.45,36.71,35.9,13.77,12.24,11.25,4.67,-3.08
ALTW.MGS_ST3.2,Gennode,LMP,43.97,51.58,51.55,48.51,48.76,71.49,38.49,102.51,33.68,22.21,18.27,30.77,33.03,26.85,16.72,19.27,28.45,36.71,35.9,13.77,12.24,11.25,4.67,-3.08
ALTW.MMPA.OGWF,Gennode,LMP,45.77,52.7,52.57,42.1,43.16,70.01,38.11,110.06,17.6,15.1,10.75,18.57,13.53,13.45,14.71,7.93,9.39,25.58,19.29,6.91,5.04,3.2,0.77,-1.21
ALTW.MONTA.ARR,Hub,LMP,47.76,48,46.87,16,16.24,28.1,8.07,77.05,20.05,23.98,13.39,15.45,14.62,15.05,21.4,22.06,26.64,79.65,71.76,30.31,21.37,17.78,21.57,4.88
ALTW.MOWERCO,Gennode,LMP,45.84,53.9,53.74,49.52,51.92,89.32,65.81,195.06,21.93,18.47,14.39,24.78,16.82,16.51,15.68,21.24,26.95,53.34,40.81,19.32,14.88,11.96,2.63,-1.22
ALTW.MQOKT.ARR,Hub,LMP,48.38,57,56.14,52.25,52.72,89.62,60.84,164.73,53.47,54.31,41.89,54.34,44.33,39.91,31.75,33.67,34.36,57.39,44.08,41.95,36.25,31.72,25.56,14.02
ALTW.MRES,Loadzone,LMP,44.82,48.26,48.02,29.49,22.75,10.77,3.69,43.31,16.66,8.63,8.79,16.15,18.64,15.44,14.27,10.93,18.65,15.62,25.81,3.15,0.62,0,-5.14,-8
ALTW.MRES_1.AZ,Hub,LMP,44.84,48.31,48.05,29.54,22.8,10.88,3.67,43.13,16.68,8.63,8.77,16.14,18.61,15.37,14.2,10.94,18.68,15.61,25.7,3.08,0.56,-0.05,-5.28,-8.06
ALTW.MTOWNCT1,Gennode,LMP,43.9,51.52,51.49,48.42,48.72,71.91,38.72,102.66,33.5,22.24,18.24,30.62,32.8,26.69,16.64,19.26,28.13,36.66,35.45,13.73,12.36,11.35,4.72,-2.99
ALTW.MTOWNCT2,Gennode,LMP,43.9,51.52,51.49,48.42,48.72,71.91,38.72,102.66,33.5,22.24,18.24,30.62,32.8,26.69,16.64,19.26,28.13,36.66,35.45,13.73,12.36,11.35,4.72,-2.99
ALTW.MTOWNCT3,Gennode,LMP,44.12,51.78,51.72,48.63,48.84,71.63,38.59,102.79,33.76,22.29,18.34,30.86,33.1,26.89,16.72,19.27,28.46,36.71,35.9,13.78,12.24,11.25,4.67,-3.08
ALTW.NCENT.ARR,Hub,LMP,49.16,57.71,56.83,52.64,49.58,61.11,38.62,139.97,44.75,11.1,10.42,24.55,44.7,30.28,2.82,19.69,38.91,37.41,44.58,49.43,31.64,27.31,7.84,-2.53
ALTW.NSP,Loadzone,LMP,47.05,52.03,51.45,36.43,35.18,50.69,29.53,104.12,21.57,18.68,14.31,21.56,17.27,16.91,18.45,16.4,20.68,43.4,44.54,20.34,14.4,11.51,10.72,1.24
ALTW.NSPP_1.AZ,Hub,LMP,46.85,51.51,51.03,35.54,32.63,41.05,24.68,93.83,20.65,16.94,13.49,20.87,17.64,16.8,17.84,16.87,22.21,40.74,43.58,18.06,12.57,10.02,8.07,-0.2
ALTW.ODINWF,Gennode,LMP,45.39,48.4,48.69,30.13,23.35,12.54,3.25,40.24,14.58,6.76,7.28,13.8,16.37,13.54,12.9,9.23,14.97,11.38,22,0.35,-1.42,-2.16,-6.66,-6.88
ALTW.OTTMW.MVP,Hub,LMP,46.89,55.18,54.42,50.17,47.02,61.17,42.73,136.22,43.56,13.1,7.75,21.78,40.94,28.79,3.07,23.33,36.11,44.9,46.43,37.8,28.94,24.81,13.83,2.32
ALTW.OTTUMW1,Gennode,LMP,46.57,54.77,54.04,49.88,46.78,60.24,41.75,134.41,42.8,12.01,12.51,26.42,40.83,29.43,7,22.77,35.79,43.91,45.7,36.89,28.12,24.3,13.38,1.74
ALTW.PIONPRAR2,Gennode,LMP,46.25,54.3,53.96,49.73,51.23,85.47,55.78,156.3,25.92,23.28,17.77,28.45,20.28,19.7,18.1,22.36,27.18,56.14,43.05,23.44,18.64,15.55,6.49,1.42
ALTW.PIOPRAIR1,Gennode,LMP,46.25,54.3,53.96,49.73,51.23,85.47,55.78,156.3,25.92,23.27,17.76,28.45,20.28,19.69,18.09,22.35,27.17,56.13,43.04,23.42,18.63,15.54,6.48,1.41
ALTW.PRARC1,Gennode,LMP,47.9,56.33,55.76,51.87,53.35,89.94,54.21,144.51,44.7,37.78,28.6,41.39,39,33.54,23.05,28.15,34.51,52.28,44.05,32.34,28.87,25.87,17.08,7.05
ALTW.PRARC3,Gennode,LMP,47.9,56.33,55.76,51.87,53.35,89.94,54.21,144.51,44.7,37.78,28.6,41.39,39,33.54,23.05,28.15,34.51,52.28,44.05,32.34,28.87,25.87,17.08,7.05
ALTW.PRARC4,Gennode,LMP,47.9,56.33,55.76,51.87,53.35,89.94,54.21,144.51,44.7,37.78,28.6,41.39,39,33.54,23.05,28.15,34.51,52.28,44.05,32.34,28.87,25.87,17.08,7.05
ALTW.RCCS.ARR,Hub,LMP,48.06,56.54,55.91,51.93,53.45,91.28,55.78,148.5,45.98,38.99,29.26,42.01,39.64,34.18,23.24,29.19,34.91,53.94,44.42,34.81,31.24,27.91,18.75,8.49
ALTW.RICHLAND,Gennode,LMP,44.97,50.06,49.23,35.13,23.31,-9.48,0.64,42.3,22.97,12.61,11.84,22.5,27.96,21.8,15.69,12.58,25.08,15.12,16.52,-6.31,-5.83,-3.95,-16.73,-13.71
ALTW.RIPPEY1,Gennode,LMP,45.85,52.09,51.12,39.48,30.66,12.68,9.44,59.35,26.23,13.93,11.95,21.48,27.04,21.44,13.93,12.83,25.99,18.66,19.42,0.39,-1.26,-0.31,-13.85,-12.78
ALTW.ROQUETTE1,Gennode,LMP,50.05,58.85,57.77,53.66,50.62,80,70.66,193.24,62.75,157.87,153.81,160.87,48.41,64.96,122.19,41.48,48.63,73.67,61.56,75.41,64.6,53.34,38.77,27.21
ALTW.SACCOWIND,Gennode,LMP,44.97,50.06,49.23,35.13,23.31,-9.48,0.64,42.3,22.97,12.61,11.84,22.5,27.96,21.8,15.69,12.58,25.08,15.12,16.52,-6.31,-5.83,-3.95,-16.73,-13.71
ALTW.SARATOGA,Gennode,LMP,46.32,56.11,56.17,57.26,58.75,98.43,71.03,194.73,22.51,18.03,14.46,26.37,15.6,15.59,14.29,18.17,22.7,49.77,37.09,19.26,14.17,10.4,2.12,-0.09
ALTW.SLAK_CT1,Gennode,LMP,47.1,52.95,51.33,39.48,31.55,13.64,4.37,73.34,26.54,15.14,15.03,25.07,32.5,23.04,12.34,8.85,26.91,13.94,24.01,21.67,8.6,8.28,-10.9,-14.42
ALTW.SLAK_CT2,Gennode,LMP,47.1,52.95,51.33,39.48,31.55,13.64,4.37,73.34,26.54,15.14,15.03,25.07,32.5,23.04,12.34,8.85,26.91,13.94,24.01,21.67,8.6,8.28,-10.9,-14.42
ALTW.SLAK_R1,Gennode,LMP,47.1,52.95,51.33,39.48,31.55,13.64,4.37,73.34,26.54,15.14,15.03,25.07,32.5,23.04,12.34,8.85,26.91,13.94,24.01,21.67,8.6,8.28,-10.9,-14.42
ALTW.SLAK_R2,Gennode,LMP,47.1,52.95,51.33,39.48,31.55,13.64,4.37,73.34,26.54,15.14,15.03,25.07,32.5,23.04,12.34,8.85,26.91,13.94,24.01,21.67,8.6,8.28,-10.9,-14.42
ALTW.SLAK_R3,Gennode,LMP,47.1,52.95,51.33,39.48,31.55,13.64,4.37,73.34,26.54,15.14,15.03,25.07,32.5,23.04,12.34,8.85,26.91,13.94,24.01,21.67,8.6,8.28,-10.9,-14.42
ALTW.SMP,Loadzone,LMP,45.81,50.43,50.37,35,29.74,27.25,14.4,64.19,18.5,11.18,10.63,18.54,18.43,16.01,14.93,10.21,15.88,15.78,23.33,6.27,3.41,2.16,-2.53,-5.58
ALTW.SOUTH.FRK,Gennode,LMP,42.88,46.01,46.32,27.17,19.62,5.9,-0.61,31.86,12.44,4.33,5.54,12.01,15.43,12.5,11.81,8.22,14.71,10.78,20.85,-2.71,-3.25,-3.49,-8.43,-10.78
ALTW.SPRVAUN1,Gennode,LMP,48.59,61.64,61.36,73.09,72.33,110.44,85.68,217.77,27.66,23.63,20.1,36.21,19.39,19.89,16.59,19.46,24.54,54.49,41.24,26.95,19.33,14.4,5.97,2.73
ALTW.STORMLK2,Gennode,LMP,44.63,50.57,50.08,35.56,29.14,21,4.78,35.32,18.14,8.45,5.87,9.51,1.95,-3.23,2.97,8.23,19.31,10.67,11.27,-6.67,-5.59,-3.57,-17.94,-13.38
ALTW.STORYCO1,Gennode,LMP,45,51.46,51.26,42.55,39.73,48.42,23.57,75.41,28.48,16.85,13.97,24.86,29.81,23.44,14.68,15.72,25.44,30.08,32.34,6.15,5.46,5.33,-0.31,-6.89
ALTW.STORYCOII,Gennode,LMP,45,51.47,51.26,42.55,39.73,48.42,23.58,75.45,28.5,16.87,13.99,24.87,29.83,23.45,14.69,15.73,25.46,30.1,32.36,6.18,5.48,5.35,-0.3,-6.88
ALTW.TEA_1.AZ,Hub,LMP,45.97,51.12,51.04,37.4,32.5,32.89,18.98,73.81,19.06,11.97,11.21,19.63,18.46,16.24,15.01,10.6,16.12,17.91,24.09,7.44,4.32,2.84,-2.01,-5.06
ALTW.TOI,Gennode,LMP,44.91,51.2,51.05,41.84,49.54,102.97,26.91,40.67,20.39,14.35,11.82,20.93,18.44,16.27,14.06,4.47,5.69,12.15,11.94,3.6,2.4,0.88,-1.95,-4.51
ALTW.TOI_2.3,Gennode,LMP,44.91,51.2,51.05,41.84,49.55,103.01,26.89,40.55,20.39,14.35,11.82,20.93,18.45,16.27,14.06,4.49,5.72,12.19,11.97,3.6,2.4,0.88,-1.94,-4.51
ALTW.TOI_MGEO,Gennode,LMP,44.91,51.2,51.05,41.84,49.55,103.01,26.89,40.55,20.39,14.35,11.82,20.93,18.45,16.27,14.06,4.49,5.72,12.19,11.97,3.6,2.4,0.88,-1.94,-4.51
ALTW.TOI_MGEP,Gennode,LMP,44.91,51.2,51.05,41.84,49.55,103.01,26.89,40.55,20.39,14.35,11.82,20.93,18.45,16.27,14.06,4.49,5.72,12.19,11.97,3.6,2.4,0.88,-1.94,-4.51
ALTW.TURTLECRK,Gennode,LMP,46.25,54.31,53.96,49.73,51.23,85.47,55.78,156.31,25.93,23.29,17.78,28.46,20.29,19.71,18.11,22.37,27.18,56.16,43.06,23.46,18.66,15.56,6.5,1.43
ALTW.UPLANDPR,Gennode,LMP,44.35,48.59,48.39,31.93,22.67,0.56,1.38,39.07,17.3,8.14,8.07,16.53,20.12,16.01,13,9.68,18.76,16.14,25.88,-1.03,-2.72,-2.89,-7.53,-10.41
ALTW.UPLS_1.AZ,Hub,LMP,45.19,48.17,47.7,28.36,21.7,10.65,3.25,41.91,15.59,7.96,8.5,15.45,17.82,14.84,14.07,10.68,17.45,14.49,24.78,3.07,0.72,0,-5.05,-7.83
ALTW.UPLS_2.AZ,Hub,LMP,45.6,49.46,49.36,31.44,25.61,18.82,8.42,52.77,17.9,10.32,10.08,17.29,18.46,15.82,15.04,10.72,16.91,14.55,24.15,5.89,3.04,1.99,-2.84,-5.94
ALTW.WAPLOSOLR,Gennode,LMP,49.4,58.14,57.17,53.19,50.24,81.78,62.61,178.32,63.23,76.88,52.09,63.68,47.56,43.61,38.09,36.97,42.39,66.99,53.14,59.47,55.58,44.56,32.35,19.2
ALTW.WELLS1,Gennode,LMP,45.66,50.95,50.68,37.51,34.93,44.92,21.21,71.61,18.65,12.31,11,19.24,17.76,15.8,14.74,4.75,6.85,8.47,12.97,3.73,1.76,0.4,-2.4,-4.9
ALTW.WHISPERWI,Gennode,LMP,45.16,51.49,51.46,42.72,93.37,318.72,72.58,63.2,24.59,16.3,13.08,22.98,23.33,19.19,14.05,12.91,19.33,28.07,28.06,8.11,6.09,4.62,-1.07,-5.07
ALTW.WOLFWIND,Gennode,LMP,46.56,52.39,52.02,37.05,30.36,24.33,6.67,39.88,20.19,10.59,8.54,16.96,16.73,11.37,10.69,10.81,20.52,13.73,16.72,-0.02,-2.34,-2.26,-14.31,-10.77
ALTW.WPPI,Loadzone,LMP,48.03,56.46,55.95,51.96,55.43,102.54,60.15,152.13,41.77,38,28.69,40.88,33.9,30.28,23.01,26.25,28.76,50.5,40.6,32.49,26.51,21.96,15.71,8.31
ALTW.WPPI_1.AZ,Hub,LMP,47.76,56.11,55.69,51.67,55.89,103.9,57.32,145.23,37.4,31.93,24.04,36.18,30.93,27.08,19.72,22.93,26.7,46.54,39.41,28.86,22.08,17.79,11.67,4.87
ALTW.WRTHNGT,Loadzone,LMP,45.12,48.44,48,29.08,22.36,10.12,3.49,44.16,17.13,9.27,9.33,16.88,19.51,16.18,14.89,11.62,19.92,17.54,28.03,4.16,1.13,0.45,-4.61,-7.86
ALTW.WSEC3,Gennode,LMP,45.71,51.4,50.27,38.44,31.13,12.19,3.11,36.36,24.37,12.13,11.31,25.42,32.94,24,14.97,9.49,28.63,12.81,15.59,-18.73,-17.69,-14.32,-28.09,-20.84
ALTW.WSEC4,Gennode,LMP,45.71,51.4,50.27,38.44,31.13,12.19,3.11,36.36,24.37,12.13,11.31,25.42,32.94,24,14.97,9.49,28.63,12.81,15.59,-18.73,-17.69,-14.32,-28.09,-20.84
ALTW.WWNORTH,Gennode,LMP,45.44,51.71,51.56,42.36,51.85,113.74,43.66,100.6,25.63,19.62,15.17,24.93,23.22,19.94,15.76,14.57,19.42,30.11,28.16,12.94,10.4,8.35,2.14,-2.29
ALTW.W_BINGHAM,Gennode,LMP,45.25,48.15,47.89,28.79,21.91,10.8,3.09,40.79,15.14,7.42,8.02,14.88,17.36,14.4,13.72,10.21,16.74,13.63,23.99,2.25,0.11,-0.51,-5.46,-8.07
AMIL.ACL9,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.ACP9,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.AEM.CAT,Loadzone,LMP,48.78,57.68,56.44,52.66,49.82,81.33,71.29,194.74,67.25,90.89,78.3,89.33,52.79,53.56,59.13,43.87,42.19,73.3,47.56,55.44,57.85,47.35,33.59,26.25
AMIL.AEM.IL,Loadzone,LMP,47.46,58.03,56.93,52.68,49.44,85.69,78.78,210.86,70.14,95.12,82.83,93.68,52.29,54.65,62.11,48.1,58.59,85.01,77.4,91.69,76.3,61.58,50.24,37.13
AMIL.AEM.NWTN,Loadzone,LMP,49.62,58.67,57.46,53.53,50.66,82.58,72.32,205.74,68.14,85.05,72.3,82.69,53.09,52.66,53.18,46.73,62.91,80.89,92.69,101.34,75.84,63.78,76.92,52.82
AMIL.AEM.RPGI,Loadzone,LMP,47.89,55.69,54.99,48.6,46.72,68.27,44,128.6,42.68,44.42,30.9,42.55,36.93,31.82,24.57,25.45,33.56,45.62,39.89,31.8,27.11,23.77,12.68,5.06
AMIL.AEM.SYLND,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.AIP9,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.AIU1,Loadzone,LMP,47.46,58.03,56.93,52.68,49.44,85.69,78.78,210.86,70.14,95.12,82.83,93.68,52.29,54.65,62.11,48.1,58.59,85.01,77.4,91.69,76.3,61.58,50.24,37.13
AMIL.ALSEYCTG1,Gennode,LMP,49.4,58.18,57.06,53.1,50.19,81.78,71.78,199.1,66.13,166.87,171.05,176.27,51.21,71.61,137.73,43.46,50.82,75.3,63.87,73.27,65.34,51.84,39.42,29.31
AMIL.ALSEYCTG2,Gennode,LMP,49.4,58.18,57.06,53.1,50.19,81.78,71.78,199.1,66.13,166.87,171.05,176.27,51.21,71.61,137.73,43.46,50.82,75.3,63.87,73.27,65.34,51.84,39.42,29.31
AMIL.ALSEYCTG3,Gennode,LMP,49.4,58.18,57.06,53.1,50.19,81.78,71.78,199.1,66.13,166.87,171.05,176.27,51.21,71.61,137.73,43.46,50.82,75.3,63.87,73.27,65.34,51.84,39.42,29.31
AMIL.ALSEYCTG4,Gennode,LMP,49.4,58.18,57.06,53.1,50.19,81.78,71.78,199.1,66.13,166.87,171.05,176.27,51.21,71.61,137.73,43.46,50.82,75.3,63.87,73.27,65.34,51.84,39.42,29.31
AMIL.ALSEYCTG5,Gennode,LMP,49.4,58.18,57.06,53.1,50.19,81.78,71.78,199.1,66.13,166.87,171.05,176.27,51.21,71.61,137.73,43.46,50.82,75.3,63.87,73.27,65.34,51.84,39.42,29.31
AMIL.ALSEYCTG6,Gennode,LMP,49.4,58.18,57.06,53.1,50.19,81.78,71.78,199.1,66.13,166.87,171.05,176.27,51.21,71.61,137.73,43.46,50.82,75.3,63.87,73.27,65.34,51.84,39.42,29.31
AMIL.AMAEAMAN,Gennode,LMP,48.6,57.17,56.47,52.42,53.34,89.59,56.67,152.69,47.87,40.43,30.05,42.96,41.06,35.26,23.39,30.21,36.05,55.54,45.75,37.55,33.49,29.77,20.32,9.73
AMIL.AMBT,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.AMER,Loadzone,LMP,49.21,58.11,56.92,53.03,50.2,81.92,71.91,203.31,68.06,91.28,79.8,90.03,53.07,53.98,59.32,44.85,61.81,79.41,79.44,82.85,72.86,52.26,47.11,39.38
AMIL.AMILSES,Loadzone,LMP,47.46,58.03,56.93,52.68,49.44,85.69,78.78,210.86,70.14,95.12,82.83,93.68,52.29,54.65,62.11,48.1,58.59,85.01,77.4,91.69,76.3,61.58,50.24,37.13
AMIL.AMS_ASTOR,Gennode,LMP,45.44,51.82,51.45,41.81,35.7,30.82,18.13,70.2,28.03,16.24,13.72,24.76,30.04,23.45,14.76,15.16,25.79,24.03,22.43,3.55,2.97,3.39,-8.07,-8.93
AMIL.ANI_AANIT,Gennode,LMP,46.1,51.69,50.19,37.46,29.24,10.55,4.75,60.1,25.03,14.02,13.47,24.1,30.8,22.75,13.84,10.9,26.46,14.97,19.52,8.38,1.75,2.43,-14.48,-14.24
AMIL.APN5,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.ASPIRITY,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.AVTN,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.BALDSSAUX,Loadzone,LMP,42.44,55.96,55.04,50.09,45.94,89.86,90.06,224.43,71.19,68.6,50.79,63.63,48.31,46.52,35.27,48.98,65.56,97.93,88.19,127.02,98.92,76.4,24.34,12.87
AMIL.BALDT1.NU,Hub,LMP,42.44,55.96,55.04,50.09,45.94,89.86,90.06,224.43,71.19,68.6,50.79,63.63,48.31,46.52,35.27,48.98,65.56,97.93,88.19,127.02,98.92,76.4,24.34,12.87
AMIL.BALDWI51,Gennode,LMP,42.3,56.03,55.12,50.13,45.94,90.36,90.87,225.67,71.61,63.44,44.26,57.46,48.43,45.51,29.84,52.09,65.87,98.68,88.46,127.29,99.55,79.02,39.74,28.33
AMIL.BALDWI52,Gennode,LMP,42.3,56.03,55.12,50.13,45.94,90.36,90.87,225.67,71.61,63.44,44.26,57.46,48.43,45.51,29.84,52.09,65.87,98.68,88.46,127.29,99.55,79.02,39.74,28.33
AMIL.BENGTNWD,Gennode,LMP,48.05,56.97,56.02,52.74,49.91,81.55,71.96,199.94,69.25,89.19,75.41,86.54,54.13,53.25,55.01,44.54,42.8,72.31,37.9,39.39,58.5,37.5,10.17,20.14
AMIL.BFESLD,Loadzone,LMP,47.51,58.03,56.94,52.7,49.46,85.64,78.68,210.83,70.14,94.91,82.59,93.44,52.33,54.62,61.89,48.12,58.84,84.99,77.99,91.8,76.22,61.55,51.1,37.68
AMIL.BGRVR.PPI,Gennode,LMP,47.82,60.6,59.51,54.54,50.69,93.31,89.94,234.31,76.22,75.5,56.34,69.3,53.18,50.64,39.39,75.59,68.39,98.57,97.83,138.42,100,104.98,191.51,173.05
AMIL.BGS5,Loadzone,LMP,47.46,58.03,56.93,52.68,49.44,85.69,78.78,210.86,70.14,95.12,82.83,93.68,52.29,54.65,62.11,48.1,58.59,85.01,77.41,91.69,76.31,61.58,50.24,37.13
AMIL.BGS6,Loadzone,LMP,47.47,58.03,56.93,52.68,49.44,85.68,78.76,210.84,70.14,95.18,82.9,93.75,52.29,54.67,62.17,48.09,58.57,84.98,77.37,91.64,76.27,61.56,50.22,37.12
AMIL.BIGRIVER,Gennode,LMP,47.82,60.6,59.51,54.54,50.69,93.31,89.94,234.31,76.22,75.5,56.34,69.3,53.18,50.64,39.39,75.59,68.39,98.57,97.83,138.42,100,104.98,191.51,173.05
AMIL.BRDLWIND,Gennode,LMP,49.16,58.16,56.97,53.11,50.3,82.24,72.32,205.11,68.82,86.4,73.57,84.22,53.76,53.18,53.79,46.68,62.89,80.76,101.16,102.09,71.02,66.18,107.39,66.92
